"","county_labels","date","AQI","lead","co","so2","no2","o3","pm10","pm25","time"
"2440","Sacramento",2019-04-01,37,0.012,0.308333,0.486364,5.573913,0.032,13,558.1,64
"2441","Sacramento",2019-05-01,36,0.012,0.270833,0.434783,3.863158,0.032412,13,505.75,65
"2442","Sacramento",2019-06-01,33,0.012,0.3,0.478261,4.720158,0.027941,16,615.95,66
"2443","Sacramento",2019-07-01,30,0.012,0.283333,0.454545,4.208696,0.025,17,624.35,67
"2444","Sacramento",2019-08-01,32,0.015,0.3,0.434783,4.847826,0.026882,19,482.4,68
"2445","Sacramento",2019-09-01,31,0.016,0.3,0.415217,5.583333,0.025706,16,434.5,69
"2446","Sacramento",2019-10-01,35,0.019,0.404167,0.735714,11.430435,0.027235,25.5,632,70
"2447","Sacramento",2019-11-01,47,0.014,0.466667,0.784585,13.45,0.023059,22,844.8,71
"2448","Sacramento",2019-12-01,28,0.012,0.408333,0.4872285,10.117391,0.016529,10,546.6,72
"2449","San Benito",2014-01-01,61,0.05,0.616667,0.6533595,19.830435,0.013706,33,1131.7,1
"2450","San Benito",2014-02-01,28,0.052,0.4125,0.431818,11.0326085,0.0201175,13,395,2
"2451","San Benito",2014-03-01,34,0.0655,0.3875,0.595652,8.717391,0.027471,15,494.8,3
"2452","San Benito",2014-04-01,40,0.036,0.341667,0.6666005,6.613043,0.034147,19,525.2,4
"2453","San Benito",2014-05-01,37,0.03,0.3,0.681818,4.66087,0.033765,22,609.6,5
"2454","San Benito",2014-06-01,36,0.023,0.275,0.6272725,4.656522,0.0276015,25,538,6
"2455","San Benito",2014-07-01,27,0.021,0.3,0.6207385,4.6434785,0.022941,21,364.5,7
"2456","San Benito",2014-08-01,30,0.021,0.3,0.363636,4.652174,0.025,22,400.8,8
"2457","San Benito",2014-09-01,34,0.021,0.354167,0.565217,6.026659,0.027412,27.5,528.4,9
"2458","San Benito",2014-10-01,34,0.017,0.404167,0.722727,10.126087,0.025824,29,442.2,10
"2459","San Benito",2014-11-01,45,0.019,0.508333,0.656818,12.504348,0.017,18,538,11
"2460","San Benito",2014-12-01,36,0.0235,0.441667,0.415909,10.930435,0.016294,11,510.2,12
"2461","San Benito",2015-01-01,72,0.024,0.616667,0.9231605,16.46087,0.0085,19,662.3,13
"2462","San Benito",2015-02-01,45,0.018,0.4625,0.704545,10.7630435,0.019235,19.5,315.3,14
"2463","San Benito",2015-03-01,35,0.016,0.395833,0.772671,9.73913,0.0267945,16,288.3,15
"2464","San Benito",2015-04-01,42,0.0175,0.3,0.668182,5.652174,0.035853,18,240,16
"2465","San Benito",2015-05-01,37,0.014,0.3,0.5199605,3.5130435,0.036235,17,238.5,17
"2466","San Benito",2015-06-01,33,0.018,0.3,0.5181815,4.95,0.029176,21.5,271.3,18
"2467","San Benito",2015-07-01,27,0.019,0.283333,0.514286,3.647826,0.024118,18.5,198.1,19
"2468","San Benito",2015-08-01,34,0.017,0.320833,0.547826,4.369565,0.026647,27,318.9,20
"2469","San Benito",2015-09-01,34,0.0195,0.3375,0.752174,7.695652,0.027941,35,270.2,21
"2470","San Benito",2015-10-01,34,0.019,0.4125,0.777767,9.917589,0.0255585,34,279,22
"2471","San Benito",2015-11-01,43,0.0195,0.495833,0.909091,12.9,0.016235,13.5,266.2,23
"2472","San Benito",2015-12-01,45,0.025,0.475,0.8822135,12.604348,0.015706,18,291.7,24
"2473","San Benito",2016-01-01,34,0.017,0.425,0.722727,9.682609,0.018588,11,276.6,25
"2474","San Benito",2016-02-01,39,0.0275,0.429167,1,11.669565,0.019765,13,334.7,26
"2475","San Benito",2016-03-01,32,0.019,0.329167,0.736364,6.5630435,0.0271005,13,214.4,27
"2476","San Benito",2016-04-01,39,0.0175,0.2658335,0.9304345,4.947826,0.034294,17,267.4,28
"2477","San Benito",2016-05-01,33,0.014,0.2449495,0.795652,4.247826,0.0306765,18,306.2,29
"2478","San Benito",2016-06-01,34,0.015,0.254167,0.9,4.691304,0.029529,24,297.3,30
"2479","San Benito",2016-07-01,29,0.013,0.241667,0.7666005,4.180435,0.023529,25,322.9,31
"2480","San Benito",2016-08-01,31,0.014,0.266667,0.704545,4.552174,0.025176,27,302.6,32
"2481","San Benito",2016-09-01,40,0.017,0.320833,0.809091,5.969565,0.028059,35,286.4,33
"2482","San Benito",2016-10-01,32,0.015,0.325,0.8,7.372826,0.025588,20,208.2,34
"2483","San Benito",2016-11-01,37,0.017,0.445833,0.975,10.580435,0.017706,14,296.2,35
"2484","San Benito",2016-12-01,46,0.013,0.4872285,1.0863635,13.13913,0.015059,11,327.1,36
"2485","San Benito",2017-01-01,32,0.013,0.420833,0.968182,10.356522,0.021,7,336.4,37
"2486","San Benito",2017-02-01,32,0.01975,0.3520835,0.890909,7.691304,0.027529,8,208.05,38
"2487","San Benito",2017-03-01,35,0.0175,0.370833,0.908696,7.7108695,0.027412,12,254.15,39
"2488","San Benito",2017-04-01,40,0.01475,0.3125,0.591304,5.817391,0.035353,13,240.45,40
"2489","San Benito",2017-05-01,35,0.013,0.275,0.5318185,4.0682065,0.031529,21,271.1,41
"2490","San Benito",2017-06-01,30,0.0145,0.258333,0.486364,4.308696,0.025353,23,275.05,42
"2491","San Benito",2017-07-01,37,0.013,0.279167,0.5704545,5.03913,0.024353,27,327.2,43
"2492","San Benito",2017-08-01,48,0.01375,0.3,0.554545,5.055556,0.026118,33,396.05,44
"2493","San Benito",2017-09-01,41,0.0155,0.366667,0.656522,6.5,0.028294,32,473.65,45
"2494","San Benito",2017-10-01,48.5,0.012,0.495238,0.831818,11.63913,0.027118,52.5,600.3,46
"2495","San Benito",2017-11-01,35,0.0145,0.433333,0.7,11.027355,0.0189115,14,341.85,47
"2496","San Benito",2017-12-01,65,0.0145,0.620833,0.981818,17.56087,0.012706,26,612.85,48
"2497","San Benito",2018-01-01,52,0.016,0.466667,0.813636,12.697826,0.012647,12.5,433.1,49
"2498","San Benito",2018-02-01,38,0.016,0.420833,0.886858,12.217391,0.024059,14,240.4,50
"2499","San Benito",2018-03-01,35,0.013,0.379167,0.538158,9.095652,0.027588,8,207.9,51
"2500","San Benito",2018-04-01,39,0.012,0.3,0.382115,6.3608695,0.0338825,15,311.1,52
"2501","San Benito",2018-05-01,34,0.0125,0.254167,0.286364,3.917391,0.032,20,276.15,53
"2502","San Benito",2018-06-01,40,0.015,0.2479165,0.6466405,4.593478,0.0295585,23.5,324.1,54
"2503","San Benito",2018-07-01,35,0.017,0.275,0.95,4.591304,0.025176,27,254.95,55
"2504","San Benito",2018-08-01,53,0.019,0.304167,0.495652,5.134783,0.028235,37.5,455.65,56
"2505","San Benito",2018-09-01,42,0.014,0.3,0.7045455,6.378261,0.027353,35.5,371.45,57
"2506","San Benito",2018-10-01,33,0.015,0.370833,0.697826,9.9066205,0.023529,32,269.9,58
"2507","San Benito",2018-11-01,55,0.016,0.636607,0.85,17.297826,0.017706,54,1285.95,59
"2508","San Benito",2018-12-01,42,0.014,0.458333,0.5651085,11.043478,0.013765,12,313.95,60
"2509","San Benito",2019-01-01,37,0.013,0.445833,0.613636,11.7391305,0.0180295,12,304.3,61
"2510","San Benito",2019-02-01,34,0.012,0.3375,0.495652,7.1597825,0.030176,8,135.65,62
"2511","San Benito",2019-03-01,38,0.016,0.3715275,0.46087,8.0137125,0.031941,10,178.15,63
"2512","San Benito",2019-04-01,37,0.012,0.3104165,0.473419,5.573913,0.032294,16,236.6,64
"2513","San Benito",2019-05-01,35,0.012,0.270833,0.430435,3.7347825,0.032353,16,211.95,65
"2514","San Benito",2019-06-01,31,0.012,0.3,0.465217,4.5869565,0.0273235,21,278.85,66
"2515","San Benito",2019-07-01,30,0.012,0.283333,0.409091,3.921739,0.024118,23,263.4,67
"2516","San Benito",2019-08-01,31,0.015,0.304167,0.368182,4.594203,0.026176,25,220.7,68
"2517","San Benito",2019-09-01,31,0.016,0.3,0.390909,5.582609,0.0255585,22,196.7,69
"2518","San Benito",2019-10-01,36,0.019,0.404167,0.6578065,11.4,0.027588,39,284.6,70
"2519","San Benito",2019-11-01,48,0.014,0.470833,0.756522,13.443478,0.023353,39,416,71
"2520","San Benito",2019-12-01,29,0.012,0.416667,0.513636,10.0847825,0.017353,9,224.1,72
"2521","San Bernardino",2014-01-01,60,0.05,0.5875,0.695455,19.830435,0.015059,21,1460.4,1
"2522","San Bernardino",2014-02-01,29,0.052,0.383333,0.416234,10.647826,0.021882,10,644.2,2
"2523","San Bernardino",2014-03-01,35,0.0655,0.345833,0.6,8.104348,0.029235,12,710.8,3
"2524","San Bernardino",2014-04-01,41,0.036,0.3125,0.678261,6.530435,0.035471,13,790,4
"2525","San Bernardino",2014-05-01,40,0.03,0.275,0.695455,4.6804345,0.035235,15,751.2,5
"2526","San Bernardino",2014-06-01,37,0.023,0.2375,0.5886365,4.794737,0.0300885,16,1046.4,6
"2527","San Bernardino",2014-07-01,33,0.021,0.254167,0.581818,4.534783,0.026294,15,809.6,7
"2528","San Bernardino",2014-08-01,34,0.021,0.270833,0.380952,4.748913,0.027941,16,950.5,8
"2529","San Bernardino",2014-09-01,37,0.021,0.3,0.575,6.121739,0.029882,17,984.6,9
"2530","San Bernardino",2014-10-01,35,0.017,0.366667,0.716667,10.565217,0.0272055,17,757.4,10
"2531","San Bernardino",2014-11-01,44,0.019,0.4875,0.6651515,12.591304,0.017706,12,1020.8,11
"2532","San Bernardino",2014-12-01,32,0.0235,0.395833,0.433333,10.308696,0.018176,9,866,12
"2533","San Bernardino",2015-01-01,69,0.024,0.558333,0.940909,15.426087,0.008706,16,1426.5,13
"2534","San Bernardino",2015-02-01,43,0.018,0.3949755,0.704545,10.213043,0.019235,12,740.2,14
"2535","San Bernardino",2015-03-01,36,0.016,0.35,0.777273,9.117391,0.027294,11,606.7,15
"2536","San Bernardino",2015-04-01,43,0.0175,0.2875,0.6688735,5.604348,0.036176,12,550.3,16
"2537","San Bernardino",2015-05-01,39,0.014,0.2375,0.513636,3.636364,0.036824,13,615.6,17
"2538","San Bernardino",2015-06-01,37,0.018,0.2625,0.4977275,5.043478,0.030706,17,535.1,18
"2539","San Bernardino",2015-07-01,31,0.019,0.245833,0.513636,3.891304,0.025364,14,366.5,19
"2540","San Bernardino",2015-08-01,34.5,0.017,0.295833,0.542857,4.569565,0.0275,16,619.8,20
"2541","San Bernardino",2015-09-01,36,0.0195,0.304167,0.7133395,7.869565,0.029118,20,429.5,21
"2542","San Bernardino",2015-10-01,34,0.019,0.383333,0.759091,9.808696,0.026529,22,461.6,22
"2543","San Bernardino",2015-11-01,39,0.0195,0.441667,0.875593,12.265217,0.016529,10,538.2,23
"2544","San Bernardino",2015-12-01,39,0.025,0.420833,0.863636,11.513043,0.016412,9,585.8,24
"2545","San Bernardino",2016-01-01,31,0.017,0.429167,0.713636,10.108696,0.019647,8,848.6,25
"2546","San Bernardino",2016-02-01,36,0.0275,0.466667,0.963636,11.847826,0.020235,13,889.2,26
"2547","San Bernardino",2016-03-01,33,0.019,0.32822,0.704545,6.7173915,0.027294,9,637.6,27
"2548","San Bernardino",2016-04-01,40,0.0175,0.295833,0.890909,5.091304,0.034412,11,616.6,28
"2549","San Bernardino",2016-05-01,34,0.014,0.2375,0.777273,4.6086955,0.031294,11,695.6,29
"2550","San Bernardino",2016-06-01,38,0.015,0.2375,0.863636,4.821739,0.031412,14,770.9,30
"2551","San Bernardino",2016-07-01,33,0.013,0.233333,0.731818,4.213043,0.025941,14,743.4,31
"2552","San Bernardino",2016-08-01,34,0.014,0.266667,0.695455,4.669565,0.027765,19,806.4,32
"2553","San Bernardino",2016-09-01,38,0.017,0.333333,0.802174,6.211327,0.0295585,23,867.8,33
"2554","San Bernardino",2016-10-01,32,0.015,0.354167,0.795455,7.869565,0.025882,12,691.2,34
"2555","San Bernardino",2016-11-01,35,0.017,0.425,0.968182,10.856522,0.0179115,13,767.2,35
"2556","San Bernardino",2016-12-01,45,0.013,0.495833,1.090909,12.617391,0.015235,11,1304.4,36
"2557","San Bernardino",2017-01-01,30,0.013,0.391667,0.954545,9.973913,0.02171,8,750.9,37
"2558","San Bernardino",2017-02-01,33,0.01975,0.345833,0.834783,7.468182,0.028176,7,481.5,38
"2559","San Bernardino",2017-03-01,36,0.0175,0.354167,0.834783,7.673913,0.028647,13,590.2,39
"2560","San Bernardino",2017-04-01,40,0.01475,0.295833,0.490909,5.995652,0.035353,12,599.9,40
"2561","San Bernardino",2017-05-01,36,0.013,0.275,0.5,4.182609,0.032059,16,666.1,41
"2562","San Bernardino",2017-06-01,32,0.0145,0.25,0.458333,4.252174,0.026706,17,740.9,42
"2563","San Bernardino",2017-07-01,37,0.013,0.275,0.545455,4.843478,0.027538,22,794.5,43
"2564","San Bernardino",2017-08-01,46,0.01375,0.2875,0.554545,4.813043,0.028824,26,966.2,44
"2565","San Bernardino",2017-09-01,41,0.0155,0.3625,0.618182,6.4847825,0.029588,25,1142.7,45
"2566","San Bernardino",2017-10-01,44,0.012,0.445833,0.808696,11.982609,0.027471,26,1306.2,46
"2567","San Bernardino",2017-11-01,35,0.0145,0.420833,0.6778655,10.904545,0.018941,13,752.7,47
"2568","San Bernardino",2017-12-01,62,0.0145,0.625,0.934783,17.3173915,0.0129705,24,1555.8,48
"2569","San Bernardino",2018-01-01,50,0.016,0.4375,0.754545,11.830435,0.012471,16,1015.8,49
"2570","San Bernardino",2018-02-01,35,0.016,0.404167,0.778261,11.343478,0.0242645,16,680.6,50
"2571","San Bernardino",2018-03-01,35,0.013,0.35,0.478261,8.291304,0.028,10,643.2,51
"2572","San Bernardino",2018-04-01,39,0.012,0.3,0.36087,5.834783,0.033765,16,630.3,52
"2573","San Bernardino",2018-05-01,35,0.0125,0.266667,0.265217,3.897826,0.032235,20,577.8,53
"2574","San Bernardino",2018-06-01,38,0.015,0.254167,0.513636,4.326087,0.030353,23,684,54
"2575","San Bernardino",2018-07-01,33,0.017,0.3,0.595652,4.373913,0.026765,24,578.3,55
"2576","San Bernardino",2018-08-01,54,0.019,0.333333,0.456522,4.922727,0.030059,32,1040.6,56
"2577","San Bernardino",2018-09-01,40,0.014,0.3,0.622727,5.904348,0.0280295,28.5,780.3,57
"2578","San Bernardino",2018-10-01,32,0.015,0.354167,0.6869565,9.595652,0.024353,28,630.2,58
"2579","San Bernardino",2018-11-01,53,0.016,0.604167,0.817391,16.309091,0.018412,43,2571.9,59
"2580","San Bernardino",2018-12-01,40,0.014,0.429167,0.5477225,10.613043,0.014412,13,627.9,60
"2581","San Bernardino",2019-01-01,34,0.013,0.45,0.565217,11.204348,0.018353,12,646.6,61
"2582","San Bernardino",2019-02-01,34,0.012,0.342857,0.43913,6.956522,0.0304705,7,311.4,62
"2583","San Bernardino",2019-03-01,38,0.016,0.375,0.45,7.565217,0.031882,9,407.7,63
"2584","San Bernardino",2019-04-01,38,0.012,0.325,0.473419,5.382609,0.032529,11,558.1,64
"2585","San Bernardino",2019-05-01,36,0.012,0.283333,0.452174,3.691304,0.0327965,12,477.7,65
"2586","San Bernardino",2019-06-01,35,0.012,0.3,0.4608695,4.347826,0.029118,15,590.4,66
"2587","San Bernardino",2019-07-01,32,0.012,0.291667,0.395455,3.969565,0.026059,16,565.7,67
"2588","San Bernardino",2019-08-01,34,0.015,0.3,0.390909,4.633333,0.027941,18,457.4,68
"2589","San Bernardino",2019-09-01,33,0.016,0.3,0.395238,5.419565,0.026353,15,393.4,69
"2590","San Bernardino",2019-10-01,35,0.019,0.4,0.659091,11.295652,0.028118,24,535.2,70
"2591","San Bernardino",2019-11-01,43,0.014,0.466667,0.754545,13.352174,0.024353,21,718.3,71
"2592","San Bernardino",2019-12-01,29,0.012,0.395833,0.508696,9.886957,0.0175,10,489.3,72
"2593","San Diego",2014-01-01,58,0.05,0.595833,0.611905,19.795652,0.014059,36,653.85,1
"2594","San Diego",2014-02-01,27,0.052,0.4,0.416234,11.0630435,0.0203235,14,287.5,2
"2595","San Diego",2014-03-01,34,0.0655,0.375,0.573419,8.6996045,0.027706,16,321.2,3
"2596","San Diego",2014-04-01,40,0.036,0.3258335,0.65,6.636364,0.034529,20,343,4
"2597","San Diego",2014-05-01,38,0.03,0.3,0.639502,4.665217,0.0337945,24,348,5
"2598","San Diego",2014-06-01,36,0.023,0.2645835,0.609091,4.873913,0.027882,26,382.1,6
"2599","San Diego",2014-07-01,28,0.021,0.2729165,0.581818,4.856818,0.023077,21,242.8,7
"2600","San Diego",2014-08-01,30,0.021,0.283333,0.3454545,4.804348,0.025235,24,267.2,8
"2601","San Diego",2014-09-01,34,0.021,0.3343135,0.525,6.097826,0.0277945,29,296,9
"2602","San Diego",2014-10-01,34,0.017,0.38125,0.722727,10.386957,0.026118,30,264.1,10
"2603","San Diego",2014-11-01,44,0.019,0.48125,0.65,12.763834,0.0172645,20,440.6,11
"2604","San Diego",2014-12-01,36,0.0235,0.416667,0.418615,10.9043475,0.016706,11,405,12
"2605","San Diego",2015-01-01,71,0.024,0.6,0.940909,17.4934785,0.008882,19,662.3,13
"2606","San Diego",2015-02-01,44,0.018,0.458333,0.704762,11.5847825,0.019235,19.5,315.3,14
"2607","San Diego",2015-03-01,35,0.016,0.395833,0.777273,10.934783,0.027235,16,288.3,15
"2608","San Diego",2015-04-01,42,0.0175,0.304167,0.665909,6.478261,0.036412,18,240,16
"2609","San Diego",2015-05-01,38,0.014,0.3,0.46,3.782609,0.036765,17,238.5,17
"2610","San Diego",2015-06-01,34,0.018,0.3,0.4887165,5.352174,0.030059,21.5,271.3,18
"2611","San Diego",2015-07-01,29,0.019,0.3,0.509091,4.0652175,0.024647,18.5,192,19
"2612","San Diego",2015-08-01,34,0.017,0.333333,0.527273,4.880435,0.0270885,27,312.6,20
"2613","San Diego",2015-09-01,35,0.0195,0.3395835,0.695652,8.747826,0.028588,35,217.8,21
"2614","San Diego",2015-10-01,34,0.019,0.416667,0.745455,10.645652,0.026412,34,257.7,22
"2615","San Diego",2015-11-01,42,0.0195,0.491667,0.8613875,14.0070155,0.0167945,13.5,251.2,23
"2616","San Diego",2015-12-01,43,0.025,0.4875,0.85,13.6847825,0.0162055,18,291.7,24
"2617","San Diego",2016-01-01,33,0.017,0.445833,0.722727,11.056522,0.018824,11,276.6,25
"2618","San Diego",2016-02-01,39,0.0275,0.470833,1,13.013043,0.02,13,334.7,26
"2619","San Diego",2016-03-01,32,0.019,0.354167,0.736364,7.208696,0.027176,13,194.9,27
"2620","San Diego",2016-04-01,39,0.0175,0.308333,0.9304345,5.819565,0.034294,17,257.2,28
"2621","San Diego",2016-05-01,33,0.014,0.270833,0.795652,4.830435,0.030882,18,297.5,29
"2622","San Diego",2016-06-01,35,0.015,0.2625,0.9,5.0913045,0.030118,24,279.8,30
"2623","San Diego",2016-07-01,30,0.013,0.2520835,0.7666005,4.4577075,0.024471,25,268.1,31
"2624","San Diego",2016-08-01,33,0.014,0.275,0.704545,4.817391,0.026118,27,294.8,32
"2625","San Diego",2016-09-01,40,0.017,0.333333,0.809091,6.717391,0.028824,35,286.4,33
"2626","San Diego",2016-10-01,32,0.015,0.35,0.8,7.991304,0.0256175,20,206.8,34
"2627","San Diego",2016-11-01,37.5,0.017,0.45,0.975,11.519565,0.017853,14,296.2,35
"2628","San Diego",2016-12-01,46,0.013,0.504167,1.0863635,13.95,0.015118,11,327.1,36
"2629","San Diego",2017-01-01,33,0.013,0.429167,0.968182,10.5130435,0.021176,7,355,37
"2630","San Diego",2017-02-01,32,0.01975,0.383333,0.9246045,7.756522,0.027529,8,209.2,38
"2631","San Diego",2017-03-01,35,0.0175,0.375,0.873913,7.917391,0.028059,12,223.8,39
"2632","San Diego",2017-04-01,40,0.01475,0.3183335,0.486759,5.930435,0.035294,13,217.4,40
"2633","San Diego",2017-05-01,36,0.013,0.3,0.463636,4.23913,0.0323235,21,269.4,41
"2634","San Diego",2017-06-01,31,0.0145,0.275,0.35,4.317391,0.026353,23,263,42
"2635","San Diego",2017-07-01,37,0.013,0.3,0.43913,5.008696,0.026765,27,326,43
"2636","San Diego",2017-08-01,48,0.01375,0.3,0.534783,4.93913,0.028176,33,408,44
"2637","San Diego",2017-09-01,41,0.0155,0.383333,0.6,6.569565,0.029529,32,418.2,45
"2638","San Diego",2017-10-01,48.5,0.012,0.5,0.809091,11.876087,0.027636,52.5,576.8,46
"2639","San Diego",2017-11-01,38,0.0145,0.445833,0.688933,11.2043475,0.018882,14,353.6,47
"2640","San Diego",2017-12-01,67,0.0145,0.645833,0.947826,18.082609,0.012941,26,621.4,48
"2641","San Diego",2018-01-01,53,0.016,0.483333,0.717391,12.047826,0.012824,20,518.9,49
"2642","San Diego",2018-02-01,41,0.016,0.4270835,0.777273,11.091304,0.0236765,15.5,340.3,50
"2643","San Diego",2018-03-01,36,0.013,0.38125,0.511212,8.348587,0.0277575,9.5,321.6,51
"2644","San Diego",2018-04-01,39,0.012,0.320833,0.395652,6.1130435,0.0340885,17,342.85,52
"2645","San Diego",2018-05-01,35,0.0125,0.283333,0.3177865,3.886957,0.032353,21,288.9,53
"2646","San Diego",2018-06-01,40,0.015,0.283333,0.65,4.530435,0.0305735,23.5,351.3,54
"2647","San Diego",2018-07-01,35,0.017,0.3,0.947826,4.591304,0.027471,27,318.2,55
"2648","San Diego",2018-08-01,54,0.019,0.34375,0.604348,5.2363635,0.030118,39,524.55,56
"2649","San Diego",2018-09-01,42,0.014,0.3145835,0.730435,6.3108695,0.0280885,39.5,408.4,57
"2650","San Diego",2018-10-01,35,0.015,0.3875,0.734783,9.63913,0.024059,34.5,309.45,58
"2651","San Diego",2018-11-01,58.5,0.016,0.6375,0.85,16.028261,0.017706,70.5,1306.1,59
"2652","San Diego",2018-12-01,45.5,0.014,0.475,0.5534585,10.504348,0.0131765,22,333.8,60
"2653","San Diego",2019-01-01,38,0.013,0.4479165,0.604545,11.976087,0.018059,12,300.5,61
"2654","San Diego",2019-02-01,34,0.012,0.3354165,0.459091,7.332609,0.030176,8,124.9,62
"2655","San Diego",2019-03-01,37,0.016,0.379167,0.46087,8.277778,0.031588,10,173.4,63
"2656","San Diego",2019-04-01,37,0.012,0.308333,0.469565,5.790909,0.032059,16,235.8,64
"2657","San Diego",2019-05-01,36,0.012,0.266667,0.434783,4.058696,0.032588,15.5,203.5,65
"2658","San Diego",2019-06-01,33,0.012,0.279167,0.465217,4.940725,0.028294,22.5,253.9,66
"2659","San Diego",2019-07-01,30,0.012,0.283333,0.4224305,4.356522,0.025118,24,248,67
"2660","San Diego",2019-08-01,32,0.015,0.329167,0.43913,4.9673915,0.027059,26,214.4,68
"2661","San Diego",2019-09-01,32,0.016,0.3020835,0.440909,5.6891305,0.026118,22,187.6,69
"2662","San Diego",2019-10-01,41.5,0.019,0.408333,0.737986,12.213043,0.0279115,44.5,270.5,70
"2663","San Diego",2019-11-01,51.5,0.014,0.470833,0.790909,13.526087,0.024059,43.5,360,71
"2664","San Diego",2019-12-01,31,0.012,0.41875,0.513636,10.3369565,0.016941,9.5,231.9,72
"2665","San Francisco",2014-01-01,60,0.05,0.59375,0.628571,19.884684,0.013882,31,1307.7,1
"2666","San Francisco",2014-02-01,28,0.052,0.404167,0.373419,10.965217,0.020353,13,547.6,2
"2667","San Francisco",2014-03-01,34,0.0655,0.379167,0.582609,8.5369565,0.027529,15,642.4,3
"2668","San Francisco",2014-04-01,40,0.036,0.341667,0.673913,6.617391,0.034176,15,686,4
"2669","San Francisco",2014-05-01,38,0.03,0.3,0.695455,4.826087,0.033765,19,696,5
"2670","San Francisco",2014-06-01,37,0.023,0.270833,0.6045455,4.927808,0.027824,21,696.2,6
"2671","San Francisco",2014-07-01,28,0.021,0.2979165,0.6207385,4.765217,0.023353,19,478.4,7
"2672","San Francisco",2014-08-01,31,0.021,0.3,0.377273,4.817391,0.025353,20,534,8
"2673","San Francisco",2014-09-01,35,0.021,0.34375,0.577273,6.206522,0.027765,22,592,9
"2674","San Francisco",2014-10-01,34,0.017,0.395833,0.722727,10.567391,0.025706,23,528.2,10
"2675","San Francisco",2014-11-01,44,0.019,0.495833,0.6453415,12.9782605,0.016882,17,875,11
"2676","San Francisco",2014-12-01,35,0.0235,0.43125,0.413636,10.656522,0.016588,11,759,12
"2677","San Francisco",2015-01-01,70,0.024,0.6,0.9325755,16.666667,0.008765,18,1324.6,13
"2678","San Francisco",2015-02-01,43,0.018,0.441667,0.7046535,10.934783,0.0194415,17,630.6,14
"2679","San Francisco",2015-03-01,35,0.016,0.391667,0.786364,9.94,0.026882,15,553.2,15
"2680","San Francisco",2015-04-01,42,0.0175,0.3,0.672727,6.004348,0.035882,17.5,480,16
"2681","San Francisco",2015-05-01,38,0.014,0.3,0.463636,3.704348,0.036294,17,477,17
"2682","San Francisco",2015-06-01,34,0.018,0.3,0.4791125,5.217391,0.029706,22,542.6,18
"2683","San Francisco",2015-07-01,28,0.019,0.3,0.495455,3.943478,0.024357,18,384,19
"2684","San Francisco",2015-08-01,33,0.017,0.320833,0.527273,4.659091,0.026706,27,625.2,20
"2685","San Francisco",2015-09-01,35,0.0195,0.3375,0.691008,8.234783,0.028,34,435.6,21
"2686","San Francisco",2015-10-01,33,0.019,0.4125,0.745455,10.108696,0.025765,33,515.4,22
"2687","San Francisco",2015-11-01,41,0.0195,0.483333,0.856818,12.954348,0.016294,12,502.4,23
"2688","San Francisco",2015-12-01,41,0.025,0.473333,0.8522725,12.617391,0.016059,18,583.4,24
"2689","San Francisco",2016-01-01,32,0.017,0.4375,0.709091,10.308696,0.018706,11,553.2,25
"2690","San Francisco",2016-02-01,38,0.0275,0.466667,0.952174,12.195652,0.019529,17.5,669.4,26
"2691","San Francisco",2016-03-01,32,0.019,0.35,0.677273,6.8434785,0.027,12,389.8,27
"2692","San Francisco",2016-04-01,39,0.0175,0.308333,0.8854545,5.365217,0.034176,13,514.4,28
"2693","San Francisco",2016-05-01,33,0.014,0.266667,0.772727,4.652174,0.030706,12,595,29
"2694","San Francisco",2016-06-01,35,0.015,0.258333,0.843182,4.947826,0.029765,18,559.6,30
"2695","San Francisco",2016-07-01,30,0.013,0.266667,0.7108695,4.333333,0.024176,19,536.2,31
"2696","San Francisco",2016-08-01,31,0.014,0.283333,0.695455,4.721053,0.025706,22,589.6,32
"2697","San Francisco",2016-09-01,40,0.017,0.341667,0.795455,6.431423,0.028294,28,572.8,33
"2698","San Francisco",2016-10-01,32,0.015,0.3625,0.765909,7.730435,0.025294,15,413.6,34
"2699","San Francisco",2016-11-01,35,0.017,0.445833,0.940909,10.858696,0.017294,14,592.4,35
"2700","San Francisco",2016-12-01,44,0.013,0.504167,1.059091,13.117391,0.015059,12,654.2,36
"2701","San Francisco",2017-01-01,31,0.013,0.429167,0.972727,10.617391,0.020647,8,672.8,37
"2702","San Francisco",2017-02-01,32,0.01975,0.38125,0.972727,7.833333,0.027471,8,416.1,38
"2703","San Francisco",2017-03-01,34,0.0175,0.375,0.877273,8,0.027412,14,445.8,39
"2704","San Francisco",2017-04-01,40,0.01475,0.320833,0.444269,6.03913,0.034941,13,438.9,40
"2705","San Francisco",2017-05-01,35,0.013,0.3,0.436364,4.4,0.031235,16.5,539.7,41
"2706","San Francisco",2017-06-01,30,0.0145,0.2875,0.2906925,4.473913,0.025412,18,532.9,42
"2707","San Francisco",2017-07-01,37,0.013,0.308333,0.409091,5.134783,0.025,24,645.6,43
"2708","San Francisco",2017-08-01,47,0.01375,0.3,0.527273,5.152174,0.026471,28,792.1,44
"2709","San Francisco",2017-09-01,41,0.0155,0.391667,0.581818,6.778261,0.028235,26.5,857.3,45
"2710","San Francisco",2017-10-01,46,0.012,0.4875,0.786364,12.2152175,0.026588,29,1130.9,46
"2711","San Francisco",2017-11-01,34,0.0145,0.445833,0.6929545,11.584783,0.018412,12,675.6,47
