"","county_labels","date","AQI","lead","co","so2","no2","o3","pm10","pm25","time"
"644","El Dorado",2019-08-01,31,0.015,0.3,0.390909,5.213043,0.026412,22,346.8,68
"645","El Dorado",2019-09-01,31,0.016,0.3,0.395652,6.0108695,0.025588,18,252.8,69
"646","El Dorado",2019-10-01,35,0.019,0.4,0.662253,12.447826,0.027588,32,528.9,70
"647","El Dorado",2019-11-01,48,0.014,0.458333,0.7578065,14.36087,0.023353,30,701.9,71
"648","El Dorado",2019-12-01,29,0.012,0.40625,0.513636,10.8,0.017154,9,441.7,72
"649","Fresno",2014-01-01,58,0.05,0.616667,0.659091,21.3152175,0.013824,33,653.85,1
"650","Fresno",2014-02-01,27,0.052,0.4125,0.408696,11.5108695,0.020176,13,287.5,2
"651","Fresno",2014-03-01,34,0.0655,0.3875,0.586957,9.468182,0.027471,15,321.2,3
"652","Fresno",2014-04-01,40,0.036,0.341667,0.684091,6.877778,0.034176,19.5,343,4
"653","Fresno",2014-05-01,37,0.03,0.3,0.731818,4.969565,0.033706,22.5,348,5
"654","Fresno",2014-06-01,36,0.023,0.275,0.631818,5.1,0.0274415,25,382.1,6
"655","Fresno",2014-07-01,27,0.021,0.3,0.636364,4.980435,0.022824,21,242.8,7
"656","Fresno",2014-08-01,30,0.021,0.3,0.395455,5.081818,0.024941,23,267.2,8
"657","Fresno",2014-09-01,34,0.021,0.354167,0.584091,6.241304,0.0273825,29,296,9
"658","Fresno",2014-10-01,34,0.017,0.404167,0.722727,10.847826,0.025824,29,264.1,10
"659","Fresno",2014-11-01,43,0.019,0.508333,0.648913,13.251087,0.017,20,440.6,11
"660","Fresno",2014-12-01,35,0.0235,0.441667,0.422727,11.234783,0.016353,11,405,12
"661","Fresno",2015-01-01,71,0.024,0.6270835,0.940909,17.228261,0.0085,18,662.3,13
"662","Fresno",2015-02-01,44,0.018,0.470833,0.704762,11.2326085,0.019235,17,315.3,14
"663","Fresno",2015-03-01,35,0.016,0.404167,0.777273,10.230435,0.0267945,15,288.3,15
"664","Fresno",2015-04-01,42,0.0175,0.304167,0.665909,6.004348,0.035853,17.5,240,16
"665","Fresno",2015-05-01,37,0.014,0.3,0.46,3.704348,0.036235,17,238.5,17
"666","Fresno",2015-06-01,33,0.018,0.3075,0.4887165,5.1847825,0.029176,22,271.3,18
"667","Fresno",2015-07-01,27,0.019,0.3,0.509091,3.919565,0.024118,18,192,19
"668","Fresno",2015-08-01,33,0.017,0.333333,0.527273,4.602174,0.026647,27,312.6,20
"669","Fresno",2015-09-01,34,0.0195,0.345833,0.695652,8.234783,0.027941,34,217.8,21
"670","Fresno",2015-10-01,33,0.019,0.425,0.745455,10.128261,0.0255585,33,257.7,22
"671","Fresno",2015-11-01,42,0.0195,0.504167,0.8613875,13.4891305,0.016235,12,251.2,23
"672","Fresno",2015-12-01,43,0.025,0.4895835,0.85,13.3577075,0.015706,18,291.7,24
"673","Fresno",2016-01-01,32,0.017,0.429167,0.713636,11.056522,0.018588,11,276.6,25
"674","Fresno",2016-02-01,38,0.0275,0.4479165,0.963636,13.013043,0.019765,14,334.7,26
"675","Fresno",2016-03-01,32,0.019,0.340909,0.704545,7.208696,0.0271005,13,194.9,27
"676","Fresno",2016-04-01,39,0.0175,0.28125,0.890909,5.819565,0.034294,17.5,257.2,28
"677","Fresno",2016-05-01,33,0.014,0.266667,0.777273,4.830435,0.0306765,19,297.5,29
"678","Fresno",2016-06-01,34,0.015,0.2625,0.863636,5.0913045,0.029529,25,279.8,30
"679","Fresno",2016-07-01,29,0.013,0.2625,0.731818,4.4577075,0.023529,25,268.1,31
"680","Fresno",2016-08-01,30,0.014,0.275,0.695455,4.817391,0.025176,28,294.8,32
"681","Fresno",2016-09-01,39,0.017,0.329167,0.802174,6.717391,0.028059,36,286.4,33
"682","Fresno",2016-10-01,32,0.015,0.3375,0.795455,7.991304,0.025588,20,206.8,34
"683","Fresno",2016-11-01,35,0.017,0.4479165,0.968182,11.519565,0.017706,14,296.2,35
"684","Fresno",2016-12-01,44,0.013,0.483333,1.090909,13.95,0.015059,12,327.1,36
"685","Fresno",2017-01-01,31,0.013,0.41875,0.972727,11.5086955,0.021,8,336.4,37
"686","Fresno",2017-02-01,32,0.01975,0.365942,0.9,8.66087,0.027529,8,208.05,38
"687","Fresno",2017-03-01,35,0.0175,0.370833,0.886364,8.565217,0.027412,13,222.9,39
"688","Fresno",2017-04-01,40,0.01475,0.320833,0.518182,6.252174,0.035353,13,219.45,40
"689","Fresno",2017-05-01,35,0.013,0.283333,0.488834,4.610598,0.031529,19,269.85,41
"690","Fresno",2017-06-01,30,0.0145,0.270833,0.427273,4.621739,0.025353,20,266.45,42
"691","Fresno",2017-07-01,37,0.013,0.3,0.495455,5.359091,0.024353,26,322.8,43
"692","Fresno",2017-08-01,47,0.01375,0.308333,0.540909,5.4391305,0.026118,31,396.05,44
"693","Fresno",2017-09-01,41,0.0155,0.383333,0.618182,7.134783,0.028294,30,428.65,45
"694","Fresno",2017-10-01,46,0.012,0.5,0.827273,12.847826,0.027118,34,565.45,46
"695","Fresno",2017-11-01,35,0.0145,0.4375,0.695455,12.11087,0.0189115,13,337.8,47
"696","Fresno",2017-12-01,64,0.0145,0.625,0.961111,19.228261,0.012706,24,612.85,48
"697","Fresno",2018-01-01,49,0.016,0.466667,0.769565,13.017391,0.012588,11,433.1,49
"698","Fresno",2018-02-01,37,0.016,0.420833,0.845455,12.330435,0.024118,13.5,240.4,50
"699","Fresno",2018-03-01,35,0.013,0.379167,0.52381,9.15,0.027471,8,207.9,51
"700","Fresno",2018-04-01,39,0.012,0.3,0.377273,6.493478,0.0338825,14,277,52
"701","Fresno",2018-05-01,34,0.0125,0.254167,0.282609,4.130435,0.032,19.5,276.15,53
"702","Fresno",2018-06-01,41,0.015,0.2479165,0.595652,4.673913,0.0294415,23.5,324.1,54
"703","Fresno",2018-07-01,34,0.017,0.275,0.808696,4.6956525,0.0250295,27,254.95,55
"704","Fresno",2018-08-01,53,0.019,0.304167,0.486957,5.386858,0.027882,37,455.65,56
"705","Fresno",2018-09-01,42,0.014,0.3,0.682609,6.522233,0.026941,34,371.45,57
"706","Fresno",2018-10-01,33,0.015,0.370833,0.721739,9.908696,0.0233825,31,264.25,58
"707","Fresno",2018-11-01,55,0.016,0.636607,0.843478,17.0086955,0.017706,46,1267.25,59
"708","Fresno",2018-12-01,40,0.014,0.458333,0.56087,11.4391305,0.0137945,10,305.15,60
"709","Fresno",2019-01-01,37,0.013,0.458333,0.5977275,12.045761,0.017882,12,301.05,61
"710","Fresno",2019-02-01,34,0.012,0.3375,0.471146,7.4391305,0.030176,8,124.3,62
"711","Fresno",2019-03-01,38,0.016,0.3822915,0.45,8.2934785,0.031941,10,173.4,63
"712","Fresno",2019-04-01,37,0.012,0.329167,0.4652175,5.8383115,0.032294,15,236.6,64
"713","Fresno",2019-05-01,35,0.012,0.283333,0.421739,4.108696,0.032412,15,206.7,65
"714","Fresno",2019-06-01,31,0.012,0.3,0.4608695,5.013043,0.027353,18,264.2,66
"715","Fresno",2019-07-01,30,0.012,0.3,0.404545,4.382609,0.024353,20,255.05,67
"716","Fresno",2019-08-01,31,0.015,0.329167,0.390909,5.0637685,0.026412,22,211.5,68
"717","Fresno",2019-09-01,31,0.016,0.3072915,0.395652,5.7358125,0.025588,18,187.1,69
"718","Fresno",2019-10-01,35,0.019,0.408333,0.662253,12.186957,0.027588,32,267.6,70
"719","Fresno",2019-11-01,48,0.014,0.470833,0.7578065,13.871429,0.023353,30,359.15,71
"720","Fresno",2019-12-01,29,0.012,0.41875,0.513636,10.5565215,0.017154,9,220.85,72
"721","Glenn",2014-01-01,62,0.05,0.616667,0.669565,19.795652,0.014059,33,2092.8,1
"722","Glenn",2014-02-01,27.5,0.052,0.4125,0.3909095,11.0630435,0.020235,13,535.8,2
"723","Glenn",2014-03-01,35,0.0655,0.3875,0.568182,8.6996045,0.028059,15,954.7,3
"724","Glenn",2014-04-01,41,0.036,0.341667,0.647826,6.636364,0.0343825,19,967,4
"725","Glenn",2014-05-01,38,0.03,0.3,0.6,4.665217,0.034059,22,871.2,5
"726","Glenn",2014-06-01,35,0.023,0.275,0.586364,4.873913,0.028176,25,1007.4,6
"727","Glenn",2014-07-01,29,0.021,0.3,0.581818,4.856818,0.023941,21,854.6,7
"728","Glenn",2014-08-01,31,0.021,0.3,0.340909,4.804348,0.025882,22,1015.6,8
"729","Glenn",2014-09-01,34,0.021,0.354167,0.5,6.097826,0.028147,27.5,1024.6,9
"730","Glenn",2014-10-01,35,0.017,0.404167,0.709091,10.386957,0.026,29,938.4,10
"731","Glenn",2014-11-01,46,0.019,0.508333,0.656818,12.763834,0.016941,18,1620,11
"732","Glenn",2014-12-01,36,0.0235,0.441667,0.409091,10.9043475,0.016294,11,1226.8,12
"733","Glenn",2015-01-01,74,0.024,0.645833,0.933333,17.443478,0.009176,19,1546.3,13
"734","Glenn",2015-02-01,44,0.018,0.470833,0.693182,11.3543475,0.0191765,19.5,763.8,14
"735","Glenn",2015-03-01,36,0.016,0.40625,0.766667,10.721739,0.0273235,16,650.75,15
"736","Glenn",2015-04-01,43,0.0175,0.30625,0.645455,6.373913,0.0366765,18,510.1,16
"737","Glenn",2015-05-01,39,0.014,0.3,0.513636,3.768182,0.037,17,546,17
"738","Glenn",2015-06-01,37,0.018,0.3075,0.490476,5.286957,0.031118,21.5,554.6,18
"739","Glenn",2015-07-01,31,0.019,0.3,0.509091,4.0065215,0.025412,18.5,527.55,19
"740","Glenn",2015-08-01,34.5,0.017,0.333333,0.522727,4.7347825,0.0275585,27,886.35,20
"741","Glenn",2015-09-01,36,0.0195,0.35,0.673913,8.473913,0.029706,35,853,21
"742","Glenn",2015-10-01,36,0.019,0.425,0.722727,10.447826,0.027294,34,897.15,22
"743","Glenn",2015-11-01,45,0.0195,0.5125,0.85,13.413043,0.0170295,13.5,1201.6,23
"744","Glenn",2015-12-01,49,0.025,0.495833,0.838095,13.408696,0.016412,18,1126.75,24
"745","Glenn",2016-01-01,41,0.017,0.433333,0.709091,10.765217,0.0186175,11,682.2,25
"746","Glenn",2016-02-01,41,0.0275,0.4520835,0.951087,12.6262015,0.019824,13,944.3,26
"747","Glenn",2016-03-01,32,0.019,0.3375,0.672727,6.926087,0.027059,13,560.6,27
"748","Glenn",2016-04-01,39,0.0175,0.2875,0.840909,5.3869565,0.0340885,17,630.15,28
"749","Glenn",2016-05-01,33,0.014,0.254167,0.772727,4.573419,0.030706,18,597.3,29
"750","Glenn",2016-06-01,36,0.015,0.2625,0.843182,4.882609,0.030176,24,596.55,30
"751","Glenn",2016-07-01,31,0.013,0.25,0.704545,4.368182,0.024647,25,537.05,31
"752","Glenn",2016-08-01,32,0.014,0.275,0.689474,4.708696,0.0262055,27,566.05,32
"753","Glenn",2016-09-01,40,0.017,0.329167,0.795455,6.456522,0.028765,35,612.15,33
"754","Glenn",2016-10-01,32,0.015,0.341667,0.756522,7.5687745,0.0252055,20,625.7,34
"755","Glenn",2016-11-01,40,0.017,0.45,0.936364,11.043478,0.017176,14,881.65,35
"756","Glenn",2016-12-01,52,0.013,0.495833,1.059091,13.778261,0.014824,11,1202.95,36
"757","Glenn",2017-01-01,34,0.013,0.420833,0.959091,11.26087,0.021176,7,787.2,37
"758","Glenn",2017-02-01,32,0.01975,0.366667,0.834783,8.406522,0.027529,8,513,38
"759","Glenn",2017-03-01,35,0.0175,0.370833,0.804545,8.4869565,0.028059,12,523.3,39
"760","Glenn",2017-04-01,40,0.01475,0.3229165,0.454545,6.134783,0.035294,13,510.7,40
"761","Glenn",2017-05-01,36,0.013,0.283333,0.43913,4.5108695,0.0323235,21,674.6,41
"762","Glenn",2017-06-01,31,0.0145,0.266667,0.304348,4.530435,0.026353,23,517.2,42
"763","Glenn",2017-07-01,37,0.013,0.3,0.414286,5.291304,0.026765,27,781.7,43
"764","Glenn",2017-08-01,48.5,0.01375,0.3,0.477273,5.4,0.028176,33,1146.4,44
"765","Glenn",2017-09-01,40,0.0155,0.383333,0.5477275,6.982609,0.029529,32,1031.7,45
"766","Glenn",2017-10-01,51,0.012,0.4979165,0.768182,12.340909,0.027636,52.5,1548.5,46
"767","Glenn",2017-11-01,39,0.0145,0.4408335,0.634783,11.786957,0.018882,14,825.6,47
"768","Glenn",2017-12-01,71,0.0145,0.6375,0.940909,19.221739,0.012941,26,1534.8,48
"769","Glenn",2018-01-01,54,0.016,0.466667,0.747619,13.217391,0.013412,12.5,1922.4,49
"770","Glenn",2018-02-01,43,0.016,0.420833,0.788933,12.856522,0.024853,14,1240.6,50
"771","Glenn",2018-03-01,36,0.013,0.379167,0.52381,9.610771,0.028412,8,857.55,51
"772","Glenn",2018-04-01,40,0.012,0.3,0.373913,6.9413045,0.034588,15,933,52
"773","Glenn",2018-05-01,35,0.0125,0.254167,0.266667,4.352174,0.032769,20,711.2,53
"774","Glenn",2018-06-01,40,0.015,0.2479165,0.586364,5.3543475,0.031176,23.5,1053.9,54
"775","Glenn",2018-07-01,35,0.017,0.275,0.652174,5.222727,0.028118,27,875,55
"776","Glenn",2018-08-01,55,0.019,0.304167,0.463636,5.826087,0.0312245,37.5,1532.4,56
"777","Glenn",2018-09-01,42,0.014,0.3,0.6695655,7,0.0289115,35.5,1109.4,57
"778","Glenn",2018-10-01,35,0.015,0.370833,0.721739,10.7586955,0.024882,32,533,58
"779","Glenn",2018-11-01,58.5,0.016,0.636607,0.869565,17.7978265,0.018706,54,5014.8,59
"780","Glenn",2018-12-01,47.5,0.014,0.458333,0.56087,11.826087,0.014235,12,1442.6,60
"781","Glenn",2019-01-01,40,0.013,0.458333,0.582609,12.1565215,0.018059,12,528,61
"782","Glenn",2019-02-01,34,0.012,0.341667,0.43913,7.4782605,0.030176,8,216.05,62
"783","Glenn",2019-03-01,37,0.016,0.3875,0.447826,8.5262845,0.031588,10,288.55,63
"784","Glenn",2019-04-01,37,0.012,0.321739,0.4511855,6.065217,0.032059,16,467.45,64
"785","Glenn",2019-05-01,36,0.012,0.275,0.413043,4.138315,0.032588,16,439.4,65
"786","Glenn",2019-06-01,33,0.012,0.295833,0.453261,5.145652,0.028294,21,510.5,66
"787","Glenn",2019-07-01,30,0.012,0.3,0.4,4.418182,0.025118,23,539.5,67
"788","Glenn",2019-08-01,32,0.015,0.345833,0.390909,5.156522,0.027059,25,427.3,68
"789","Glenn",2019-09-01,32,0.016,0.316667,0.4035715,5.9565215,0.026118,22,390.15,69
"790","Glenn",2019-10-01,36,0.019,0.416667,0.691304,12.386957,0.0279115,39,618.85,70
"791","Glenn",2019-11-01,53,0.014,0.479167,0.759091,14.426087,0.024059,39,813.95,71
"792","Glenn",2019-12-01,32,0.012,0.433333,0.486364,10.7,0.016941,9,583.65,72
"793","Humboldt",2014-01-01,63,0.05,0.595833,0.704348,19.9673915,0.013882,33,1583.25,1
"794","Humboldt",2014-02-01,27,0.052,0.4,0.445455,11.3608695,0.0199705,13,459.6,2
"795","Humboldt",2014-03-01,34,0.0655,0.375,0.622727,9.874638,0.027412,15,704.5,3
"796","Humboldt",2014-04-01,40,0.036,0.3258335,0.686364,6.756522,0.033647,19,739.75,4
"797","Humboldt",2014-05-01,38,0.03,0.3,0.726087,4.826087,0.033529,22,663.45,5
"798","Humboldt",2014-06-01,34,0.023,0.2645835,0.763636,4.754348,0.027824,25,749.45,6
"799","Humboldt",2014-07-01,28,0.021,0.2729165,0.659091,4.878261,0.022941,21,645.5,7
"800","Humboldt",2014-08-01,31,0.021,0.283333,0.404545,4.7695655,0.025294,22,762.5,8
"801","Humboldt",2014-09-01,33,0.021,0.3343135,0.586364,5.9826085,0.0273235,27.5,825.45,9
"802","Humboldt",2014-10-01,34,0.017,0.38125,0.731818,10.478261,0.025471,29,664.7,10
"803","Humboldt",2014-11-01,48,0.019,0.48125,0.6772725,12.508696,0.017,18,1245.95,11
"804","Humboldt",2014-12-01,37,0.0235,0.416667,0.454545,11.171739,0.0164705,11,1016.45,12
"805","Humboldt",2015-01-01,75,0.024,0.595833,0.963636,16.854348,0.008824,19,2261.9,13
"806","Humboldt",2015-02-01,46,0.018,0.452083,0.75303,11.0608695,0.018588,19.5,892.75,14
"807","Humboldt",2015-03-01,35,0.016,0.38125,0.790909,10.944565,0.026118,16,891.7,15
"808","Humboldt",2015-04-01,42,0.0175,0.3,0.704762,5.628261,0.035706,18,654.8,16
"809","Humboldt",2015-05-01,38,0.014,0.275,0.563636,3.521739,0.036176,17,724.3,17
"810","Humboldt",2015-06-01,34.5,0.018,0.3,0.561905,4.978261,0.0300295,21.5,591.7,18
"811","Humboldt",2015-07-01,29,0.019,0.275,0.540909,3.728261,0.0244415,18.5,627.5,19
"812","Humboldt",2015-08-01,38,0.017,0.308333,0.547826,4.306522,0.026647,27,1108,20
"813","Humboldt",2015-09-01,37,0.0195,0.333333,0.75,7.313043,0.028294,35,1040.4,21
"814","Humboldt",2015-10-01,38,0.019,0.40625,0.777273,10.008696,0.0260585,34,1090,22
"815","Humboldt",2015-11-01,48,0.0195,0.495833,0.9067195,12.595652,0.0162645,13.5,1563.3,23
"816","Humboldt",2015-12-01,50.5,0.025,0.4741665,0.882609,12.6891305,0.015882,18,1428.75,24
"817","Humboldt",2016-01-01,35,0.017,0.433333,0.73913,9.678261,0.018294,11,692.4,25
"818","Humboldt",2016-02-01,39,0.0275,0.45,1.002174,11.834783,0.018882,13,777.7,26
"819","Humboldt",2016-03-01,32,0.019,0.333333,0.745455,6.704348,0.026647,13,618.3,27
"820","Humboldt",2016-04-01,39,0.0175,0.279167,0.945455,4.731818,0.0334415,17,643.2,28
"821","Humboldt",2016-05-01,32,0.014,0.2375,0.795652,4.182609,0.0299115,18,578.7,29
"822","Humboldt",2016-06-01,34,0.015,0.258333,0.918182,4.369565,0.0290885,24,524,30
"823","Humboldt",2016-07-01,29,0.013,0.270833,0.778261,4.023913,0.023529,25,632.7,31
"824","Humboldt",2016-08-01,31,0.014,0.270833,0.717647,4.3875,0.025412,27,713,32
"825","Humboldt",2016-09-01,40,0.017,0.320833,0.822727,5.504348,0.0276175,35,436.7,33
"826","Humboldt",2016-10-01,31,0.015,0.3375,0.813636,7.013043,0.024647,20,479.6,34
"827","Humboldt",2016-11-01,38,0.017,0.454167,1.004545,10.084783,0.016588,14,908.6,35
"828","Humboldt",2016-12-01,48,0.013,0.495833,1.131818,13.26087,0.014118,11,1163,36
"829","Humboldt",2017-01-01,34,0.013,0.433333,1,10.3347825,0.020471,7,787.2,37
"830","Humboldt",2017-02-01,32,0.01975,0.3479165,0.976872,7.96087,0.027294,8,513,38
"831","Humboldt",2017-03-01,35,0.0175,0.383333,0.895455,8.2565215,0.027412,12,523.3,39
"832","Humboldt",2017-04-01,40,0.01475,0.320833,0.527273,6.004348,0.034471,13,510.7,40
"833","Humboldt",2017-05-01,35,0.013,0.283333,0.486364,4.404348,0.031588,21,605,41
"834","Humboldt",2017-06-01,31,0.0145,0.266667,0.457143,4.282609,0.025529,23,650.4,42
"835","Humboldt",2017-07-01,36,0.013,0.2770835,0.522727,4.817391,0.025059,27,781.7,43
"836","Humboldt",2017-08-01,48,0.01375,0.3,0.540909,4.7608695,0.026941,33,1146.4,44
"837","Humboldt",2017-09-01,41,0.0155,0.383333,0.6,6.68,0.028467,32,1031.7,45
"838","Humboldt",2017-10-01,49,0.012,0.505655,0.827273,11.4,0.027294,52.5,1548.5,46
"839","Humboldt",2017-11-01,35,0.0145,0.445833,0.6843875,11.027355,0.0184415,14,825.6,47
"840","Humboldt",2017-12-01,67,0.0145,0.63125,0.95,18.778261,0.012412,26,1859.1,48
"841","Humboldt",2018-01-01,52,0.016,0.466667,0.769565,12.704348,0.012441,20,1408.15,49
"842","Humboldt",2018-02-01,40.5,0.016,0.420833,0.8501035,10.7326085,0.0233235,15.5,984.9,50
"843","Humboldt",2018-03-01,35,0.013,0.379167,0.52381,8.130435,0.026765,9.5,656.9,51
"844","Humboldt",2018-04-01,38,0.012,0.3,0.373913,5.6130435,0.0328825,17,695.5,52
"845","Humboldt",2018-05-01,34,0.0125,0.254167,0.266667,3.430435,0.031353,21,628.6,53
"846","Humboldt",2018-06-01,40,0.015,0.2479165,0.5932805,4.323913,0.0294415,23.5,844.5,54
"847","Humboldt",2018-07-01,35,0.017,0.275,0.652174,4.3391305,0.025647,27,844.7,55
"848","Humboldt",2018-08-01,55,0.019,0.304167,0.462253,4.5065215,0.0283235,39,1379.15,56
"849","Humboldt",2018-09-01,41,0.014,0.3,0.6695655,5.773913,0.0269705,39.5,872.75,57
"850","Humboldt",2018-10-01,33,0.015,0.370833,0.734783,9.178261,0.023059,34.5,583.75,58
"851","Humboldt",2018-11-01,58.5,0.016,0.636607,0.869565,16.0130435,0.017647,70.5,3886.4,59
"852","Humboldt",2018-12-01,47.5,0.014,0.458333,0.582609,10.008696,0.013059,22,1301.35,60
"853","Humboldt",2019-01-01,38,0.013,0.458333,0.578261,11.428261,0.018118,12,983.55,61
"854","Humboldt",2019-02-01,34,0.012,0.3354165,0.45,7.02,0.030294,8,285.4,62
"855","Humboldt",2019-03-01,37,0.016,0.379167,0.46087,7.669565,0.031882,10,374.45,63
"856","Humboldt",2019-04-01,37,0.012,0.320833,0.4891305,5.465217,0.032,16,508.65,64
"857","Humboldt",2019-05-01,35,0.012,0.275,0.473913,3.786364,0.032176,15.5,482.15,65
"858","Humboldt",2019-06-01,31,0.012,0.295833,0.465217,4.713043,0.027647,22.5,563.35,66
"859","Humboldt",2019-07-01,30,0.012,0.2854165,0.382609,4.230435,0.024294,24,601.15,67
"860","Humboldt",2019-08-01,31,0.015,0.325,0.373913,4.8501035,0.026471,26,525.85,68
"861","Humboldt",2019-09-01,31,0.016,0.3,0.36087,5.569565,0.025353,22,406.8,69
"862","Humboldt",2019-10-01,41.5,0.019,0.408333,0.629412,11.034783,0.0276275,44.5,759.9,70
"863","Humboldt",2019-11-01,50.5,0.014,0.475,0.747826,13.13913,0.023059,43.5,1103.6,71
"864","Humboldt",2019-12-01,31,0.012,0.416667,0.4911065,9.9576085,0.017824,9.5,682.7,72
"865","Imperial",2014-01-01,63,0.05,0.616667,0.695455,21.3152175,0.014353,33,1073.7,1
"866","Imperial",2014-02-01,27,0.052,0.4125,0.416234,11.5108695,0.0198825,13,383.4,2
"867","Imperial",2014-03-01,34,0.0655,0.3875,0.6,9.468182,0.0274855,15,454.3,3
"868","Imperial",2014-04-01,39,0.036,0.341667,0.678261,6.877778,0.0336175,19,512.5,4
"869","Imperial",2014-05-01,37,0.03,0.3,0.695455,4.969565,0.0334415,22,455.7,5
"870","Imperial",2014-06-01,35,0.023,0.275,0.5886365,5.1,0.026765,25,491.5,6
"871","Imperial",2014-07-01,27,0.021,0.3,0.581818,4.980435,0.0220295,21,436.4,7
"872","Imperial",2014-08-01,30,0.021,0.3,0.380952,5.081818,0.024147,22,509.4,8
"873","Imperial",2014-09-01,33,0.021,0.354167,0.575,6.241304,0.026706,27.5,626.3,9
"874","Imperial",2014-10-01,34,0.017,0.404167,0.716667,10.847826,0.025912,29,391,10
"875","Imperial",2014-11-01,49,0.019,0.508333,0.6651515,13.251087,0.0172645,18,871.9,11
"876","Imperial",2014-12-01,38,0.0235,0.441667,0.433333,11.234783,0.016706,11,806.1,12
"877","Imperial",2015-01-01,74.5,0.024,0.645833,0.96087,17.4391305,0.008824,19,1574.2,13
"878","Imperial",2015-02-01,47,0.018,0.470833,0.7113635,11.402778,0.018588,19.5,736.1,14
"879","Imperial",2015-03-01,34,0.016,0.40625,0.786364,10.675,0.0254415,16,819.6,15
"880","Imperial",2015-04-01,41,0.0175,0.30625,0.690909,6.252174,0.0344705,18,651.6,16
"881","Imperial",2015-05-01,35.5,0.014,0.3,0.545455,3.773913,0.035706,17,650,17
"882","Imperial",2015-06-01,32,0.018,0.3075,0.531818,5.2391305,0.028147,21.5,564.2,18
"883","Imperial",2015-07-01,25,0.019,0.3,0.53125,3.952174,0.023059,18.5,482,19
"884","Imperial",2015-08-01,35,0.017,0.333333,0.547826,4.730435,0.025706,27,906.4,20
"885","Imperial",2015-09-01,36,0.0195,0.35,0.7133395,8.473913,0.026353,35,1001,21
"886","Imperial",2015-10-01,37,0.019,0.425,0.763636,10.36087,0.023176,34,1049,22
"887","Imperial",2015-11-01,47,0.0195,0.5125,0.868182,13.79249,0.015794,13.5,1392,23
"888","Imperial",2015-12-01,50,0.025,0.495833,0.865909,13.547826,0.014706,18,1192.2,24
"889","Imperial",2016-01-01,40,0.017,0.433333,0.7443675,10.904348,0.019353,11,692.4,25
"890","Imperial",2016-02-01,41,0.0275,0.4520835,1.004348,12.952174,0.019471,14,1330.4,26
"891","Imperial",2016-03-01,33,0.019,0.3375,0.7501035,7.208696,0.026706,13,727.8,27
"892","Imperial",2016-04-01,38,0.0175,0.2875,0.955435,5.720059,0.034235,17.5,813.2,28
"893","Imperial",2016-05-01,32,0.014,0.254167,0.8,4.743478,0.0304415,19,771.2,29
"894","Imperial",2016-06-01,32.5,0.015,0.2625,0.8977275,5.0108695,0.0287355,25,774.2,30
"895","Imperial",2016-07-01,26,0.013,0.25,0.747826,4.301976,0.0226175,25,683.6,31
"896","Imperial",2016-08-01,31,0.014,0.275,0.7,4.678261,0.0240295,28,713,32
"897","Imperial",2016-09-01,40,0.017,0.329167,0.808696,6.5,0.0273825,36,873.4,33
"898","Imperial",2016-10-01,32,0.015,0.341667,0.7727275,7.869565,0.0256175,20,771.8,34
"899","Imperial",2016-11-01,40,0.017,0.45,0.968182,11.478261,0.017353,14,1084,35
"900","Imperial",2016-12-01,50,0.013,0.495833,1.090909,13.9391305,0.014941,12,1545,36
"901","Imperial",2017-01-01,34,0.013,0.433333,1,10.356522,0.021765,7,1217,37
"902","Imperial",2017-02-01,33,0.01975,0.3479165,0.9246045,7.691304,0.027529,8,639,38
"903","Imperial",2017-03-01,35,0.0175,0.383333,0.886364,7.7108695,0.0275,12,841.8,39
"904","Imperial",2017-04-01,40,0.01475,0.320833,0.518182,5.817391,0.0350885,13,787,40
"905","Imperial",2017-05-01,35,0.013,0.283333,0.463636,4.0682065,0.031412,21,700,41
"906","Imperial",2017-06-01,29,0.0145,0.266667,0.381818,4.308696,0.0249115,23,650.4,42
"907","Imperial",2017-07-01,36,0.013,0.2770835,0.452174,5.03913,0.024176,27,937.2,43
"908","Imperial",2017-08-01,48,0.01375,0.3,0.527273,5.055556,0.0259115,33,1270.8,44
"909","Imperial",2017-09-01,41,0.0155,0.383333,0.595455,6.5,0.0287355,32,1257.8,45
"910","Imperial",2017-10-01,51,0.012,0.505655,0.809091,11.63913,0.0279115,52.5,2013,46
"911","Imperial",2017-11-01,38,0.0145,0.445833,0.6778655,11.027355,0.0198825,14,1052.8,47
"912","Imperial",2017-12-01,70.5,0.0145,0.63125,0.9768395,17.56087,0.013176,26,1963.8,48
"913","Imperial",2018-01-01,52,0.016,0.4854165,0.813636,12.697826,0.012529,12.5,1408.15,49
"914","Imperial",2018-02-01,40,0.016,0.4354165,0.886858,12.217391,0.0240295,14,984.9,50
"915","Imperial",2018-03-01,35,0.013,0.383333,0.538158,9.095652,0.027235,8,695.25,51
"916","Imperial",2018-04-01,38,0.012,0.31924,0.382115,6.3608695,0.0333235,15,625.2,52
"917","Imperial",2018-05-01,32,0.0125,0.283333,0.286364,3.917391,0.031294,20,546,53
"918","Imperial",2018-06-01,40,0.015,0.2854165,0.6466405,4.593478,0.0280295,23.5,845.4,54
"919","Imperial",2018-07-01,35,0.017,0.3,0.95,4.591304,0.023824,27,814.4,55
"920","Imperial",2018-08-01,54,0.019,0.3479165,0.495652,5.134783,0.025176,37.5,1225.9,56
"921","Imperial",2018-09-01,42,0.014,0.316667,0.7045455,6.378261,0.0256175,35.5,636.1,57
